Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
217,2614895001,I_Slewfoot_U (8/10),0,122.25,P Tyler Glasnow P Kenta Maeda OF Cody Bellinger SS Corey Seager 1B Max Muncy OF Jesse Winker 3B Eugenio Suárez OF Nick Senzel C Tucker Barnhart 2B Jonathan India,,,
219,2615687771,BrandonAdams (14/15),0,122.05,P Kyle Hendricks P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner OF Tommy Pham 2B Ketel Marte C Elias Díaz,,,
220,2615252568,eritas2 (7/30),0,121.95,P Aaron Nola P Kyle Hendricks OF Mookie Betts 3B Justin Turner C Mitch Garver OF Max Kepler OF Byron Buxton 1B Miguel Sanó SS Jorge Polanco 2B Ketel Marte,,,
221,2615458396,thesportsbanter,0,121.85,P Kenta Maeda P Sandy Alcantara OF Mookie Betts SS Corey Seager 1B Freddie Freeman C Willson Contreras 3B Ke'Bryan Hayes OF Tommy Pham OF David Peralta 2B Ketel Marte,,,
221,2615565399,pcketchange,0,121.85,P Kenta Maeda P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner OF Tommy Pham C Victor Caratini 2B Nicky Lopez,,,
221,2615871571,VinnyT123 (2/2),0,121.85,P Kenta Maeda P Sandy Alcantara OF Bryce Harper C J.T. Realmuto OF Marcell Ozuna 1B Rhys Hoskins OF Andrew McCutchen SS Eugenio Suárez 3B Alec Bohm 2B Ketel Marte,,,
224,2615841596,kbull25,0,121.8,P Luis Castillo P Tyler Glasnow OF Cody Bellinger 3B Manny Machado SS Corey Seager 1B Carlos Santana OF Tommy Pham OF Jorge Soler 2B Ketel Marte C Victor Caratini,,,
225,2615451110,Dj4eagle2 (4/6),0,121.75,P Brandon Woodruff P Kyle Hendricks OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner 2B Gavin Lux OF Joey Gallo OF Jorge Soler C Elias Díaz,,,
226,2615874586,jimbob2125 (3/30),0,121.45,P Tyler Glasnow P Kyle Hendricks OF Cody Bellinger 3B Manny Machado SS Corey Seager OF Wil Myers 1B Jurickson Profar OF Tommy Pham 2B Ketel Marte C Victor Caratini,,,
226,2615874587,jimbob2125 (4/30),0,121.45,P Tyler Glasnow P Kyle Hendricks OF Cody Bellinger SS Corey Seager 3B Josh Donaldson C Mitch Garver OF Byron Buxton 1B Miguel Sanó 2B Jorge Polanco OF Ketel Marte,,,
228,2615357155,ChaosM83,0,121.3,P Tyler Glasnow P Brad Keller SS Corey Seager C Salvador Perez OF Whit Merrifield 3B Justin Turner OF Andrew Benintendi 2B Gavin Lux 1B Carlos Santana OF Jorge Soler,,,
229,2615665125,adambrown24 (4/4),0,121.25,P Tyler Glasnow P Jack Flaherty SS Fernando Tatis Jr. 3B Manny Machado C J.T. Realmuto 1B Miguel Sanó OF Joey Gallo OF Tommy Pham 2B Ketel Marte OF David Dahl,,,
230,2607892584,rikkidee (27/30),0,121.1,P Tyler Glasnow P Brandon Woodruff OF Randy Arozarena C Salvador Perez 1B Max Muncy 2B Brandon Lowe OF Austin Meadows 3B Yandy Díaz OF Kevin Kiermaier SS Chris Owings,,,
230,2615186869,eppy12588 (2/6),0,121.1,P Tyler Glasnow P Brandon Woodruff C Salvador Perez OF Nick Castellanos 2B Mike Moustakas OF Jesse Winker SS Eugenio Suárez OF Tommy Pham 3B Alec Bohm 1B Joey Votto,,,
232,2615699791,michaelheywire,0,121.05,P Kyle Hendricks P Sandy Alcantara OF Mookie Betts SS Corey Seager C Salvador Perez 3B Justin Turner 2B Chris Taylor 1B Carlos Santana OF Joc Pederson OF Jorge Soler,,,
233,2615849677,SamENole (11/15),0,120.95,P Aaron Nola P Kyle Hendricks SS Corey Seager 1B Max Muncy 3B Justin Turner 2B Chris Taylor C Austin Barnes OF Joey Gallo OF David Dahl OF Eli White,,,
234,2615693323,Sqweatybalz,0,120.9,P Sandy Alcantara P Brad Keller OF Mookie Betts OF Cody Bellinger SS Corey Seager C Salvador Perez 1B Max Muncy 3B Justin Turner 2B Ketel Marte OF David Dahl,,,
235,2605355066,misterpost (1/2),0,120.75,P Brandon Woodruff P Kyle Hendricks OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner 2B Gavin Lux OF Joey Gallo C Victor Caratini OF David Dahl,,,
235,2615248911,NoCal52,0,120.75,P Brandon Woodruff P Kyle Hendricks SS Fernando Tatis Jr. C J.T. Realmuto 1B Max Muncy 3B Justin Turner OF Joey Gallo OF Austin Meadows OF Tommy Pham 2B Ketel Marte,,,
235,2615456777,eritas2 (17/30),0,120.75,P Aaron Nola P Jack Flaherty 3B Nolan Arenado 1B Paul Goldschmidt SS Paul DeJong 2B Tommy Edman OF Tyler O'Neill OF Tommy Pham OF Jorge Soler C Elias Díaz,,,
238,2615801270,youdacao (16/30),0,120.7,P Brandon Woodruff P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner OF David Peralta 2B Ketel Marte C Elias Díaz,,,
238,2615909087,Kinman5816 (26/30),0,120.7,P Brandon Woodruff P Sandy Alcantara OF Cody Bellinger 3B Manny Machado SS Corey Seager OF Wil Myers 2B Jake Cronenworth OF Andrew McCutchen 1B Jurickson Profar C Victor Caratini,,,
240,2614392365,x-pac,0,120.5,P Yu Darvish P Aaron Nola SS Fernando Tatis Jr. 2B Jake Cronenworth 1B C.J. Cron OF Raimel Tapia 3B Josh Fuentes OF Tommy Pham OF Chris Owings C Elias Díaz,,,
241,2607892568,rikkidee (11/30),0,120.4,P Tyler Glasnow P Sandy Alcantara OF Christian Yelich SS Corey Seager 2B Keston Hiura 3B Travis Shaw 1B C.J. Cron C Austin Barnes OF Avisaíl García OF Lorenzo Cain,,,
242,2613619688,Awesemo (13/30),0,120.3,P Aaron Nola P Tyler Glasnow SS Fernando Tatis Jr. 1B Max Muncy 2B Chris Taylor 3B Tommy Edman C Yadier Molina OF Tyler O'Neill OF Dylan Carlson OF Justin Williams,,,
242,2613619698,Awesemo (23/30),0,120.3,P Aaron Nola P Tyler Glasnow OF Mookie Betts 1B Max Muncy 3B Justin Turner 2B Gavin Lux C Austin Barnes OF Ketel Marte SS Josh Rojas OF Pavin Smith,,,
244,2615204223,jersey002 (1/2),0,120.25,P Tyler Glasnow P Kenta Maeda SS Fernando Tatis Jr. OF Wil Myers 2B Mike Moustakas OF Jesse Winker 3B Eugenio Suárez OF Tommy Pham C Victor Caratini 1B Joey Votto,,,
245,2615813655,Greenlight30,0,120.1,P Tyler Glasnow P Brandon Woodruff OF Mookie Betts SS Corey Seager 1B Max Muncy 2B Gavin Lux OF Joey Gallo 3B Josh Fuentes OF Nick Solak C Elias Díaz,,,
245,2615816695,biggiestdoogie (3/3),0,120.1,P Tyler Glasnow P Brandon Woodruff SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez 2B Jake Cronenworth 1B Carlos Santana OF Jurickson Profar OF Tommy Pham OF Jorge Soler,,,
247,2615820983,BigPenguin (11/12),0,120,P Yu Darvish P Tyler Glasnow 3B Josh Donaldson SS Eugenio Suárez OF Max Kepler OF Byron Buxton 1B Miguel Sanó C Austin Barnes OF Lorenzo Cain 2B Jorge Polanco,,,
248,2607892575,rikkidee (18/30),0,119.8,P Luis Castillo P Tyler Glasnow OF Mookie Betts 1B Keston Hiura 3B Travis Shaw 2B Kolten Wong OF Joey Gallo OF Avisaíl García C Omar Narváez SS Chris Owings,,,
248,2613220981,mrgoodseats (2/3),0,119.8,P Luis Castillo P Tyler Glasnow OF Cody Bellinger SS Corey Seager C Salvador Perez 3B Justin Turner 1B Carlos Santana OF Jorge Soler 2B Nicky Lopez OF Kyle Isbel,,,
248,2615801265,youdacao (11/30),0,119.8,P Luis Castillo P Tyler Glasnow OF Cody Bellinger SS Trevor Story 1B Max Muncy OF Joey Gallo 3B Isiah Kiner-Falefa 2B Nick Solak C Jose Trevino OF David Dahl,,,
248,2615877154,jprellezo (5/10),0,119.8,P Luis Castillo P Tyler Glasnow OF Mookie Betts SS Corey Seager 3B Justin Turner 1B Nate Lowe OF Joey Gallo 2B Nick Solak C Victor Caratini OF David Dahl,,,
252,2615745333,charder30,0,119.7,P Brandon Woodruff P Sandy Alcantara OF Mookie Betts SS Corey Seager 3B Justin Turner 2B Chris Taylor OF Andrew Benintendi C Austin Barnes OF Joey Gallo 1B Carlos Santana,,,
253,2614894995,I_Slewfoot_U (2/10),0,119.65,P Yu Darvish P Kyle Hendricks OF Cody Bellinger 1B Max Muncy 3B Justin Turner OF Jesse Winker 2B Gavin Lux OF Garrett Hampson SS Chris Owings C Elias Díaz,,,
254,2615440424,lggarruto (3/7),0,119.45,P Yu Darvish P Kenta Maeda SS Fernando Tatis Jr. C Willson Contreras 1B Anthony Rizzo 3B Mike Moustakas OF Joc Pederson 2B Adam Frazier OF Jorge Soler OF Kyle Isbel,,,
255,2615874595,jimbob2125 (12/30),0,119.4,P Tyler Glasnow P Sandy Alcantara OF Cody Bellinger SS Corey Seager 3B Josh Donaldson C Mitch Garver OF Byron Buxton 1B Miguel Sanó 2B Jorge Polanco OF Tommy Pham,,,
256,2615196589,pmtbmusic,0,119.25,P Tyler Glasnow P Kenta Maeda SS Fernando Tatis Jr. OF Randy Arozarena 3B Josh Donaldson OF Byron Buxton 1B Miguel Sanó OF Joey Gallo 2B Jorge Polanco C Victor Caratini,,,
256,2615214603,Xralius (30/30),0,119.25,P Tyler Glasnow P Kenta Maeda 1B Max Muncy 3B Josh Donaldson OF Chris Taylor C Mitch Garver 2B Gavin Lux OF Max Kepler OF Byron Buxton SS Jorge Polanco,,,
258,2614673805,theWhistlesGoWooo (26/30),0,118.9,P Aaron Nola P Sandy Alcantara OF Mookie Betts 1B Max Muncy 3B Mike Moustakas OF Jesse Winker 2B Gavin Lux SS Eugenio Suárez C Austin Barnes OF Nick Senzel,,,
258,2615291622,Nahunta,0,118.9,P Kenta Maeda P Kyle Hendricks SS Fernando Tatis Jr. 3B Manny Machado 1B Eric Hosmer 2B Jake Cronenworth OF Joey Gallo OF Tommy Pham OF Nick Solak C Jose Trevino,,,
260,2615733864,bigfly11,0,118.85,P Kenta Maeda P Sandy Alcantara OF Mookie Betts SS Corey Seager 3B Justin Turner OF Chris Taylor 2B Gavin Lux 1B C.J. Cron OF Joey Gallo C Elias Díaz,,,
261,2614894999,I_Slewfoot_U (6/10),0,118.8,P Luis Castillo P Tyler Glasnow OF Mookie Betts 1B Max Muncy 2B Chris Taylor C Austin Barnes OF Raimel Tapia 3B Josh Fuentes SS Chris Owings OF Jorge Soler,,,
262,2615832371,teamdonkeyfish,0,118.45,P Tyler Glasnow P Kyle Hendricks C Salvador Perez OF Whit Merrifield 2B Luis Arraez 3B Josh Donaldson OF Andrew Benintendi 1B Yoshi Tsutsugo SS Jorge Polanco OF Jorge Soler,,,
262,2615889394,jgAllDay,0,118.45,P Tyler Glasnow P Kyle Hendricks OF Cody Bellinger SS Corey Seager 3B Justin Turner 2B Gavin Lux 1B C.J. Cron C Austin Barnes OF Tommy Pham OF Jorge Soler,,,
264,2615261488,eritas2 (10/30),0,118.3,P Aaron Nola P Tyler Glasnow SS Fernando Tatis Jr. 3B Manny Machado OF Wil Myers 1B Christian Walker OF Tommy Pham OF David Peralta 2B Ketel Marte C Victor Caratini,,,
265,2615687764,BrandonAdams (7/15),0,118.05,P Kyle Hendricks P Sandy Alcantara OF Mookie Betts SS Corey Seager 1B Max Muncy 3B Justin Turner OF Chris Taylor OF Joey Gallo C Yadier Molina 2B Garrett Hampson,,,
265,2615852898,AJSMITH2266 (3/3),0,118.05,P Kyle Hendricks P Sandy Alcantara OF Cody Bellinger 3B Manny Machado SS Corey Seager C Salvador Perez 2B Mike Moustakas 1B Carlos Santana OF Tommy Pham OF Jorge Soler,,,
267,2616315682,jmomoney3,0,118,P Yu Darvish P Tyler Glasnow SS Fernando Tatis Jr. 3B Manny Machado 2B Gavin Lux OF Joey Gallo 1B Jurickson Profar OF Tommy Pham OF Jorge Soler C Victor Caratini,,,
268,2615236407,Rags11FSU,0,117.75,P Kenta Maeda P Brad Keller OF Mookie Betts OF Cody Bellinger SS Corey Seager C Salvador Perez 3B Hunter Dozier 1B Carlos Santana OF Jorge Soler 2B Ketel Marte,,,
269,2615777735,jamalbankhead (4/18),0,117.7,P Brandon Woodruff P Sandy Alcantara OF Mookie Betts SS Corey Seager OF Nick Castellanos 3B Mike Moustakas OF Jesse Winker 2B Gavin Lux C Tucker Barnhart 1B Joey Votto,,,
269,2615898620,mazwa (1/15),0,117.7,P Brandon Woodruff P Sandy Alcantara OF Mookie Betts 3B Nolan Arenado 1B Paul Goldschmidt SS Paul DeJong 2B Tommy Edman C Austin Barnes OF Tyler O'Neill OF Tommy Pham,,,
271,2615815885,lion4lyfe,0,117.6,P Yu Darvish P Sandy Alcantara SS Fernando Tatis Jr. 3B Manny Machado 1B Max Muncy OF Wil Myers 2B Jorge Polanco OF Tommy Pham OF Jorge Soler C Victor Caratini,,,
271,2615839611,cjkalt,0,117.6,P Yu Darvish P Sandy Alcantara SS Trevor Story C Salvador Perez OF Charlie Blackmon OF Andrew Benintendi 1B C.J. Cron 3B Josh Fuentes 2B Garrett Hampson OF Jorge Soler,,,
273,2615271919,dandydon (2/10),0,117.45,P Tyler Glasnow P Kyle Hendricks OF Mookie Betts SS Corey Seager 1B Max Muncy 3B Justin Turner 2B Gavin Lux OF Tommy Pham OF Ketel Marte C Tucker Barnhart,,,
273,2615524176,allinking17,0,117.45,P Tyler Glasnow P Kyle Hendricks SS Trevor Story OF Randy Arozarena C Salvador Perez 2B Brandon Lowe 3B Hunter Dozier 1B Yoshi Tsutsugo OF Jorge Soler OF Ketel Marte,,,
275,2615750540,ddpensak107 (1/2),0,117.4,P Tyler Glasnow P Sandy Alcantara SS Fernando Tatis Jr. 3B Manny Machado OF Charlie Blackmon OF Wil Myers 2B Jake Cronenworth 1B C.J. Cron OF Tommy Pham C Elias Díaz,,,
276,2615171956,Mr.Shampoo1,0,117.25,P Tyler Glasnow P Jack Flaherty SS Fernando Tatis Jr. 3B Manny Machado OF Wil Myers 1B Nate Lowe OF Joey Gallo OF Tommy Pham 2B Nick Solak C Victor Caratini,,,
276,2615874600,jimbob2125 (17/30),0,117.25,P Tyler Glasnow P Kenta Maeda OF Cody Bellinger SS Corey Seager 2B Mike Moustakas OF Jesse Winker 3B Eugenio Suárez 1B C.J. Cron OF Nick Senzel C Tucker Barnhart,,,
278,2606839641,adambrown24 (1/4),0,116.9,P Aaron Nola P Sandy Alcantara SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez 1B Keston Hiura OF Joey Gallo OF Tommy Pham 2B Nick Solak OF David Dahl,,,
279,2614894997,I_Slewfoot_U (4/10),0,116.85,P Kenta Maeda P Sandy Alcantara OF Mookie Betts SS Corey Seager 3B Justin Turner 2B Gavin Lux OF Byron Buxton 1B Miguel Sanó C Austin Barnes OF Raimel Tapia,,,
280,2615552890,chalk,0,116.6,P Yu Darvish P Sandy Alcantara OF Mookie Betts OF Cody Bellinger 1B Max Muncy OF Joey Gallo 3B Josh Fuentes SS Jorge Polanco 2B Nick Solak C Elias Díaz,,,
281,2615846380,sprague272000 (3/3),0,116.4,P Luis Castillo P Sandy Alcantara OF Cody Bellinger SS Corey Seager C Salvador Perez 3B Justin Turner 2B Chris Taylor 1B Carlos Santana OF Jorge Soler OF Kyle Isbel,,,
282,2613619703,Awesemo (28/30),0,116.25,P Tyler Glasnow P Kenta Maeda OF Cody Bellinger SS Fernando Tatis Jr. 1B Freddie Freeman OF Joey Gallo 3B Isiah Kiner-Falefa 2B Nick Solak OF Leody Taveras C Jose Trevino,,,
283,2615324150,jksmlmf,0,116.1,P Tyler Glasnow P Brandon Woodruff OF Cody Bellinger SS Fernando Tatis Jr. 3B Manny Machado 2B Gavin Lux 1B C.J. Cron OF Tommy Pham OF Ketel Marte C Victor Caratini,,,
284,2613619686,Awesemo (11/30),0,116,P Yu Darvish P Tyler Glasnow OF Mookie Betts SS Corey Seager OF Joey Gallo 3B Isiah Kiner-Falefa 1B Yoshi Tsutsugo 2B Nick Solak OF Leody Taveras C Jose Trevino,,,
285,2615671303,mcron05,0,115.85,P Kenta Maeda P Sandy Alcantara SS Fernando Tatis Jr. 3B Manny Machado OF Charlie Blackmon OF Wil Myers 1B C.J. Cron 2B Adam Frazier OF Tommy Pham C Victor Caratini,,,
285,2615859730,themann11 (4/4),0,115.85,P Kenta Maeda P Sandy Alcantara SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez OF Whit Merrifield 1B Hunter Dozier 2B Jorge Polanco OF Tommy Pham OF Jorge Soler,,,
287,2615801284,youdacao (30/30),0,115.8,P Luis Castillo P Tyler Glasnow SS Fernando Tatis Jr. C Salvador Perez 3B Hunter Dozier OF Andrew Benintendi OF Joey Gallo 1B Carlos Santana 2B Nick Solak OF Jorge Soler,,,
287,2615820168,bkreider (9/30),0,115.8,P Luis Castillo P Tyler Glasnow SS Fernando Tatis Jr. OF Christian Yelich OF Wil Myers 1B Christian Walker 3B Asdrúbal Cabrera OF David Peralta 2B Ketel Marte C Stephen Vogt,,,
289,2615516116,Abklurch,0,115.75,P Brandon Woodruff P Kyle Hendricks OF Mookie Betts SS Corey Seager 1B Max Muncy 3B Justin Turner OF Joey Gallo C Yadier Molina OF Tommy Pham 2B Ketel Marte,,,
289,2615824139,eppy12588 (6/6),0,115.75,P Brandon Woodruff P Kyle Hendricks OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner 2B Chris Taylor C Yadier Molina OF Jorge Soler OF David Dahl,,,
291,2614261725,mbelman967 (3/3),0,115.6,P Yu Darvish P Sandy Alcantara OF Whit Merrifield SS Javier Báez C Willson Contreras 3B Kris Bryant 1B Anthony Rizzo OF Joc Pederson OF Michael A. Taylor 2B Nicky Lopez,,,
292,2615187658,Elysium13,0,115.25,P Tyler Glasnow P Kenta Maeda OF Cody Bellinger SS Fernando Tatis Jr. OF Wil Myers OF Max Kepler 1B C.J. Cron 2B Jorge Polanco 3B Alec Bohm C Elias Díaz,,,
293,2615687769,BrandonAdams (12/15),0,115.05,P Kyle Hendricks P Sandy Alcantara SS Fernando Tatis Jr. OF Christian Yelich 1B Keston Hiura 3B Travis Shaw OF Chris Taylor 2B Kolten Wong OF Joey Gallo C Omar Narváez,,,
294,2615881398,hank20 (10/11),0,115,P Yu Darvish P Tyler Glasnow OF Nick Castellanos 2B Mike Moustakas OF Jesse Winker SS Eugenio Suárez OF Tommy Pham 3B Alec Bohm C Elias Díaz 1B Joey Votto,,,
295,2615516378,mkdog15,0,114.85,P Kenta Maeda P Sandy Alcantara OF Mookie Betts SS Corey Seager 3B Nolan Arenado 2B Tommy Edman 1B C.J. Cron C Yadier Molina OF Tyler O'Neill OF Tommy Pham,,,
296,2613619684,Awesemo (9/30),0,114.75,P Aaron Nola P Kenta Maeda SS Fernando Tatis Jr. 3B Josh Donaldson OF Chris Taylor OF Max Kepler OF Byron Buxton 1B Miguel Sanó 2B Jorge Polanco C Victor Caratini,,,
296,2615820177,bkreider (18/30),0,114.75,P Brandon Woodruff P Kyle Hendricks OF Cody Bellinger SS Fernando Tatis Jr. 1B Eric Hosmer OF Wil Myers 2B Jake Cronenworth C Austin Barnes OF Tommy Pham 3B Brock Holt,,,
298,2615214585,Xralius (12/30),0,114.7,P Jack Flaherty P Kenta Maeda SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez 2B Jake Cronenworth OF Andrew Benintendi 1B Carlos Santana OF Jorge Soler OF Kyle Isbel,,,
299,2614834465,boggslite (4/5),0,114.65,P Yu Darvish P Kyle Hendricks SS Corey Seager OF Wil Myers 3B Josh Donaldson OF Max Kepler OF Byron Buxton 1B Miguel Sanó 2B Jorge Polanco C Victor Caratini,,,
299,2615480370,Legit-Storm,0,114.65,P Yu Darvish P Kyle Hendricks SS Trevor Story C Willson Contreras OF Charlie Blackmon 1B Eric Hosmer OF Joey Gallo 2B Nick Solak OF Garrett Hampson 3B Brock Holt,,,
301,2614895000,I_Slewfoot_U (7/10),0,114.45,P Tyler Glasnow P Kyle Hendricks OF Mookie Betts SS Corey Seager OF Charlie Blackmon 1B C.J. Cron C Austin Barnes OF Joey Gallo 2B Nick Solak 3B Brock Holt,,,
301,2615271925,dandydon (8/10),0,114.45,P Tyler Glasnow P Kyle Hendricks OF Mookie Betts SS Corey Seager 1B Max Muncy 3B Justin Turner C Austin Barnes OF Tommy Pham 2B Ketel Marte OF Pavin Smith,,,
301,2615801263,youdacao (9/30),0,114.45,P Tyler Glasnow P Kyle Hendricks SS Trevor Story C Salvador Perez 1B Max Muncy OF Charlie Blackmon OF Raimel Tapia 3B Josh Fuentes 2B Garrett Hampson OF Jorge Soler,,,
301,2615835082,dictator_teddy (3/3),0,114.45,P Tyler Glasnow P Kyle Gibson OF Mookie Betts OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner OF Tommy Pham C Jose Trevino 2B Ketel Marte,,,
305,2615822895,perez1je,0,114.4,P Tyler Glasnow P Sandy Alcantara SS Fernando Tatis Jr. 3B Manny Machado OF Whit Merrifield 1B Anthony Rizzo OF Joc Pederson OF Tommy Pham C Victor Caratini 2B Jonathan India,,,
306,2615392348,mh-mz (2/2),0,114.3,P Aaron Nola P Tyler Glasnow 3B Nolan Arenado 1B Paul Goldschmidt 2B Keston Hiura SS Paul DeJong OF Dylan Carlson OF Gregory Polanco OF Nick Senzel C Elias Díaz,,,
307,2613619700,Awesemo (25/30),0,114.25,P Tyler Glasnow P Kenta Maeda OF Mookie Betts OF Cody Bellinger SS Corey Seager 3B Justin Turner 2B Gavin Lux C Victor Caratini 1B Pavin Smith OF Brock Holt,,,
307,2615739751,jsurab (2/2),0,114.25,P Tyler Glasnow P Kenta Maeda OF Cody Bellinger SS Corey Seager OF Wil Myers 2B Gavin Lux 1B C.J. Cron 3B Josh Fuentes OF Tommy Pham C Elias Díaz,,,
309,2615734134,patrick348196,0,114.05,P Brandon Woodruff P Max Fried OF Mookie Betts SS Fernando Tatis Jr. 3B Manny Machado 2B Chris Taylor 1B Nate Lowe OF Joey Gallo C Omar Narváez OF David Dahl,,,
310,2607892571,rikkidee (14/30),0,114,P Yu Darvish P Luis Castillo SS Corey Seager C Salvador Perez 1B Max Muncy 3B Hunter Dozier 2B Garrett Hampson OF Jorge Soler OF Michael A. Taylor OF Kyle Isbel,,,
311,2615252566,eritas2 (5/30),0,113.9,P Jack Flaherty P Kyle Hendricks OF Mookie Betts SS Corey Seager C Willson Contreras 3B Justin Turner 1B Nate Lowe OF Joey Gallo 2B Nick Solak OF David Dahl,,,
312,2607892573,rikkidee (16/30),0,113.75,P Aaron Nola P Kenta Maeda OF Mookie Betts SS Corey Seager OF Wil Myers 1B Christian Walker 3B Asdrúbal Cabrera OF David Peralta 2B Josh Rojas C Stephen Vogt,,,
312,2615816693,biggiestdoogie (1/3),0,113.75,P Brandon Woodruff P Kyle Hendricks SS Corey Seager C Salvador Perez 1B Max Muncy 3B Hunter Dozier OF Andrew Benintendi 2B Gavin Lux OF Austin Meadows OF Jorge Soler,,,
312,2615825877,cwiert17,0,113.75,P Brandon Woodruff P Kyle Hendricks OF Cody Bellinger 3B Manny Machado SS Corey Seager OF Wil Myers 2B Jake Cronenworth 1B Josh Fuentes OF Jorge Soler C Tucker Barnhart,,,
315,2615383633,mh-mz (1/2),0,113.7,P Brandon Woodruff P Sandy Alcantara OF Mookie Betts SS Corey Seager 1B Max Muncy 2B Chris Taylor 3B Mike Moustakas C Austin Barnes OF Raimel Tapia OF Tyler O'Neill,,,
316,2615785474,jamalbankhead (7/18),0,113.6,P Aaron Nola P Brandon Woodruff SS Trevor Story OF Whit Merrifield OF Charlie Blackmon 1B Hunter Dozier 3B Josh Fuentes 2B Garrett Hampson OF Jorge Soler C Elias Díaz,,,
317,2615861743,ThatStunna (4/4),0,113.45,P Yu Darvish P Jack Flaherty SS Corey Seager 2B Chris Taylor 3B Hunter Dozier OF Andrew Benintendi C Austin Barnes 1B Carlos Santana OF Jorge Soler OF Michael A. Taylor,,,
318,2615264690,Tokyobill,0,113.3,P Tyler Glasnow P Brad Keller SS Corey Seager C Salvador Perez OF Whit Merrifield 3B Justin Turner 2B Brandon Lowe 1B C.J. Cron OF Tommy Pham OF Jorge Soler,,,
319,2615811482,AJSMITH2266 (2/3),0,113.1,P Tyler Glasnow P Brandon Woodruff OF Cody Bellinger 3B Manny Machado SS Corey Seager 1B C.J. Cron OF Joey Gallo OF Tommy Pham 2B Nick Solak C Elias Díaz,,,
319,2615815173,BZIRK12,0,113.1,P Tyler Glasnow P Brandon Woodruff OF Randy Arozarena C Salvador Perez SS Dansby Swanson 3B Ke'Bryan Hayes OF Andrew McCutchen 1B Carlos Santana OF David Peralta 2B Ketel Marte,,,
319,2615874608,jimbob2125 (25/30),0,113.1,P Tyler Glasnow P Brandon Woodruff OF Cody Bellinger SS Fernando Tatis Jr. 1B Paul Goldschmidt 3B Tommy Edman 2B Gavin Lux C Yadier Molina OF Dylan Carlson OF Justin Williams,,,
322,2614081900,anilprao88 (2/30),0,113,P Yu Darvish P Tyler Glasnow 3B Nolan Arenado OF Jesse Winker SS Eugenio Suárez C Yadier Molina OF Dylan Carlson OF Nick Senzel 1B Joey Votto 2B Jonathan India,,,
323,2615909075,Kinman5816 (14/30),0,112.7,P Brandon Woodruff P Sandy Alcantara OF Mookie Betts SS Trevor Story OF Whit Merrifield OF Charlie Blackmon 2B Gavin Lux 1B C.J. Cron 3B Isiah Kiner-Falefa C Elias Díaz,,,
324,2615909065,Kinman5816 (4/30),0,112.55,P Kenta Maeda P Brandon Woodruff OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner 2B Gavin Lux OF Raimel Tapia C Victor Caratini OF David Dahl,,,
324,2615909076,Kinman5816 (15/30),0,112.55,P Kenta Maeda P Brandon Woodruff OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner 2B Gavin Lux OF Raimel Tapia C Victor Caratini OF David Dahl,,,
326,2607892565,rikkidee (8/30),0,112.45,P Tyler Glasnow P Kyle Hendricks SS Corey Seager 2B Brandon Lowe 3B Josh Donaldson C Mitch Garver OF Max Kepler OF Byron Buxton 1B Miguel Sanó OF Raimel Tapia,,,
326,2615820167,bkreider (8/30),0,112.45,P Tyler Glasnow P Kyle Hendricks 3B Manny Machado SS Corey Seager C Salvador Perez 2B Chris Taylor 1B Hunter Dozier OF Andrew Benintendi OF Michael A. Taylor OF Kyle Isbel,,,
328,2613546682,bric75 (10/12),0,112.3,P Yu Darvish P Brandon Woodruff OF Mookie Betts SS Corey Seager 2B Gavin Lux 1B C.J. Cron 3B Josh Fuentes OF Garrett Hampson OF Chris Owings C Elias Díaz,,,
329,2615290343,Jgo99 (2/3),0,112.25,P Tyler Glasnow P Kenta Maeda SS Fernando Tatis Jr. 3B Manny Machado OF Wil Myers 2B Jake Cronenworth 1B C.J. Cron OF Tommy Pham OF Garrett Hampson C Elias Díaz,,,
329,2615305067,randygtx,0,112.25,P Tyler Glasnow P Kenta Maeda OF Mookie Betts SS Fernando Tatis Jr. 3B Manny Machado OF Austin Meadows 1B Yoshi Tsutsugo OF Tommy Pham 2B Ketel Marte C Victor Caratini,,,
331,2615778871,jrfreund,0,112.1,P Tyler Glasnow P Brandon Woodruff OF Mookie Betts OF Cody Bellinger 3B Nolan Arenado 2B Gavin Lux 1B C.J. Cron C Omar Narváez SS Luis Urías OF David Dahl,,,
